J8,0.0
J8,0.0
J8,-1.0
J8,-13.0
J8,-9.0
J8,-26.5
J8,-56.0
J8,-74.5
J8,-60.0
J8,-63.0
J8,-102.0
J8,-131.0
J8,-114.5
J8,-105.5
J8,-144.5
J8,-184.5
J8,-125.5
J8,-85.5
J8,-144.5
J8,-204.5
J8,-130.0
J8,-75.5
J8,-154.5
J8,-234.5
J8,-135.5
J8,145.0
J8,-140.0
J8,-140.0
J8,-140.0
J8,-146.0
J8,-160.0
J8,72.0
J8,307.5
J8,-134.0
J8,-147.0
J8,-150.0
J8,-123.0
J8,-140.0
J8,-167.0
J8,-150.0
J8,-103.0
J8,-140.0
J8,-187.0
J8,-150.0
J8,-83.0
J8,-140.0
J8,-207.0
J8,-150.0
J8,-63.0
J8,-140.0
J8,-227.0
J8,-150.0
J8,-43.0
J8,-140.0
J8,-247.0
J8,-150.0
J8,-23.0
J8,-140.0
J8,-267.0
J8,-150.0
J8,-3.0
J8,-140.0
J8,-287.0
J8,-150.0
J8,17.0
J8,-140.0
J8,-307.0
J8,-150.0
J8,37.0
J8,-140.0
J8,-327.0
J8,-150.0
J8,57.0
J8,-140.0
J8,-347.0
J8,-150.0
J8,77.0
J8,-140.0
J8,-367.0
J8,-150.0
J8,97.0
J8,-140.0
J8,-387.0
J8,-150.0
J8,117.0
J8,-140.0
J8,-407.0
J8,-150.0
J8,137.0
J8,-140.0
J8,-427.0
J8,-150.0
J8,157.0
J8,-140.0
J8,-447.0
J8,-150.0
J8,177.0
J8,-140.0
J8,-467.0
J8,-150.0
J8,197.0
J8,-140.0
J8,-487.0
J8,-150.0
J8,217.0
J8,-140.0
J8,-507.0
J8,-150.0
J8,237.0
J8,-140.0
J8,-527.0
J8,-150.0
J8,257.0
J8,-140.0
J8,-547.0
J8,-150.0
J8,277.0
J8,-140.0
J8,-567.0
J8,-150.0
J8,297.0
J8,-140.0
J8,-587.0
J8,-150.0
J8,317.0
J8,-140.0
J8,-607.0
J8,-150.0
J8,337.0
J8,-140.0
J8,-627.0
J8,-150.0
J8,357.0
J8,-140.0
J8,-647.0
J8,-150.0
J8,377.0
J8,-140.0
J8,-667.0
J8,-150.0
J8,397.0
J8,-140.0
J8,-687.0
J8,-150.0
J8,417.0
J8,-140.0
J8,-707.0
J8,-150.0
J8,437.0
J8,-140.0
J8,-727.0
J8,-150.0
J8,457.0
J8,-140.0
J8,-747.0
J8,-150.0
J8,477.0
J8,-140.0
J8,-767.0
J8,-150.0
J8,497.0
J8,-140.0
J8,-787.0
J8,-150.0
J8,517.0
J8,-140.0
J8,-807.0
J8,-150.0
J8,537.0
J8,-140.0
J8,-827.0
J8,1397.5
J8,1291.0
J8,-130.0
J8,-134.5
J8,-150.0
J8,-154.5
J8,-161.5
J8,-170.0
J8,-170.0
J8,-170.0
J8,-170.0
J8,-170.0
J8,-170.0
J8,-170.0
J8,-170.0
J8,-170.0
J8,-170.0
J8,-170.0
J8,-170.0
J8,-170.0
J8,-170.0
J8,-170.0
J8,-170.0
J8,-170.0
J8,-170.0
J8,-170.0
J8,-170.0
J8,-170.0
J8,-170.0
J8,-170.0
J8,-170.0
J8,-170.0
J8,-170.0
J8,-170.0
J8,-170.0
J8,-170.0
J8,1574.0
J8,907.0
J8,167.0
J8,-150.0
J8,-152.5
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,2559.0
J8,-140.0
J8,230.5
J8,-144.0
J8,-151.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,-160.0
J8,2415.0
J8,984.0
J8,241.0
J8,-135.5
J8,-155.0
J8,-140.5
J8,-160.0
J8,-182.0
J8,-170.0
J8,-128.0
J8,-160.0
J8,-202.0
J8,-170.0
J8,-108.0
J8,-160.0
J8,-222.0
J8,-170.0
J8,-88.0
J8,-160.0
J8,-242.0
J8,-170.0
J8,-68.0
